	Gilbertella_persicariavar.indica_CBS_442.64-.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0001079	GBNTN_005003-T1	GBNWO_002067-T1, GBNWO_006399-T1
OG0001080	GBNTN_005008-T1	GBNWO_001190-T1, GBNWO_004401-T1
OG0001081	GBNTN_005216-T1, GBNTN_009167-T1	GBNWO_004230-T1
OG0001082	GBNTN_005236-T1, GBNTN_005677-T1	GBNWO_002090-T1
OG0001083	GBNTN_005275-T1	GBNWO_004143-T1, GBNWO_007775-T1
OG0001084	GBNTN_005286-T1, GBNTN_008412-T1	GBNWO_004156-T1
OG0001085	GBNTN_005304-T1, GBNTN_006564-T1	GBNWO_000918-T1
OG0001086	GBNTN_005320-T1, GBNTN_005426-T1	GBNWO_002866-T1
OG0001087	GBNTN_005337-T1, GBNTN_007754-T1	GBNWO_007205-T1
OG0001088	GBNTN_005361-T1, GBNTN_009833-T1	GBNWO_001632-T1
OG0001089	GBNTN_005525-T1, GBNTN_009433-T1	GBNWO_000056-T1
OG0001090	GBNTN_005584-T1, GBNTN_007305-T1	GBNWO_003493-T1
OG0001091	GBNTN_005798-T1	GBNWO_001578-T1, GBNWO_001923-T1
OG0001092	GBNTN_005831-T1	GBNWO_002621-T1, GBNWO_003873-T1
OG0001093	GBNTN_005854-T1	GBNWO_006325-T1, GBNWO_008111-T1
OG0001094	GBNTN_006019-T1, GBNTN_006928-T1	GBNWO_002019-T1
OG0001095	GBNTN_006025-T1, GBNTN_008257-T1	GBNWO_009394-T1
OG0001096	GBNTN_006044-T1	GBNWO_007155-T1, GBNWO_007830-T1
OG0001097	GBNTN_006045-T1, GBNTN_006707-T1	GBNWO_007829-T1
OG0001098	GBNTN_006048-T1, GBNTN_008814-T1	GBNWO_007826-T1
OG0001099	GBNTN_006068-T1	GBNWO_003954-T1, GBNWO_007025-T1
OG0001100	GBNTN_006102-T1	GBNWO_000208-T1, GBNWO_003640-T1
OG0001101	GBNTN_006143-T1, GBNTN_008178-T1	GBNWO_003758-T1
OG0001102	GBNTN_006171-T1	GBNWO_009017-T1, GBNWO_009217-T1
OG0001103	GBNTN_006187-T1, GBNTN_007505-T1	GBNWO_007948-T1
OG0001104	GBNTN_006193-T1	GBNWO_003084-T1, GBNWO_009429-T1
OG0001105	GBNTN_006308-T1	GBNWO_004013-T1, GBNWO_004073-T1
OG0001106	GBNTN_006417-T1, GBNTN_008297-T1	GBNWO_002566-T1
OG0001107	GBNTN_006470-T1, GBNTN_007860-T1	GBNWO_004921-T1
OG0001108	GBNTN_006501-T1	GBNWO_009432-T1, GBNWO_009528-T1
OG0001109	GBNTN_006665-T1	GBNWO_006804-T1, GBNWO_007986-T1
OG0001110	GBNTN_006682-T1	GBNWO_006315-T1, GBNWO_008769-T1
OG0001111	GBNTN_006698-T1	GBNWO_007652-T1, GBNWO_008065-T1
OG0001112	GBNTN_006721-T1, GBNTN_008248-T1	GBNWO_006674-T1
OG0001113	GBNTN_006876-T1, GBNTN_008806-T1	GBNWO_004994-T1
OG0001114	GBNTN_006926-T1	GBNWO_004439-T1, GBNWO_005380-T1
OG0001115	GBNTN_006953-T1, GBNTN_007910-T1	GBNWO_004177-T1
OG0001116	GBNTN_006963-T1	GBNWO_007449-T1, GBNWO_009168-T1
OG0001117	GBNTN_007022-T1	GBNWO_002596-T1, GBNWO_008590-T1
OG0001118	GBNTN_007055-T1, GBNTN_009031-T1	GBNWO_000270-T1
OG0001119	GBNTN_007112-T1, GBNTN_008914-T1	GBNWO_003900-T1
OG0001120	GBNTN_007142-T1	GBNWO_003616-T1, GBNWO_004937-T1
OG0001121	GBNTN_007188-T1	GBNWO_008984-T1, GBNWO_009024-T1
OG0001122	GBNTN_007197-T1	GBNWO_005635-T1, GBNWO_006217-T1
OG0001123	GBNTN_007250-T1	GBNWO_000227-T1, GBNWO_000228-T1
OG0001124	GBNTN_007262-T1	GBNWO_003309-T1, GBNWO_004718-T1
OG0001125	GBNTN_007377-T1, GBNTN_009670-T1	GBNWO_003812-T1
OG0001126	GBNTN_007378-T1, GBNTN_009671-T1	GBNWO_002977-T1
OG0001127	GBNTN_007461-T1, GBNTN_008798-T1	GBNWO_005502-T1
OG0001128	GBNTN_007515-T1, GBNTN_009471-T1	GBNWO_005656-T1
OG0001129	GBNTN_007523-T1, GBNTN_008954-T1	GBNWO_001520-T1
OG0001130	GBNTN_007595-T1, GBNTN_007759-T1	GBNWO_003384-T1
OG0001131	GBNTN_007637-T1	GBNWO_004870-T1, GBNWO_007923-T1
OG0001132	GBNTN_007676-T1	GBNWO_002743-T1, GBNWO_006655-T1
OG0001133	GBNTN_007823-T1	GBNWO_001384-T1, GBNWO_009241-T1
OG0001134	GBNTN_008160-T1	GBNWO_000592-T1, GBNWO_009571-T1
OG0001135	GBNTN_008230-T1	GBNWO_000600-T1, GBNWO_003072-T1
OG0001136	GBNTN_008281-T1	GBNWO_007896-T1, GBNWO_008958-T1
OG0001137	GBNTN_008495-T1, GBNTN_009067-T1	GBNWO_008419-T1
OG0001138	GBNTN_008507-T1	GBNWO_001605-T1, GBNWO_008344-T1
OG0001139	GBNTN_008533-T1	GBNWO_001215-T1, GBNWO_008285-T1
OG0001140	GBNTN_008678-T1, GBNTN_008786-T1	GBNWO_007413-T1
OG0001141	GBNTN_008852-T1, GBNTN_008854-T1	GBNWO_005310-T1
OG0001142	GBNTN_008855-T1, GBNTN_009592-T1	GBNWO_002267-T1
OG0001143	GBNTN_008960-T1	GBNWO_000038-T1, GBNWO_002855-T1
OG0001144	GBNTN_008962-T1	GBNWO_006517-T1, GBNWO_007949-T1
OG0001145	GBNTN_009145-T1	GBNWO_002180-T1, GBNWO_007617-T1
OG0001146	GBNTN_009148-T1, GBNTN_009353-T1	GBNWO_008987-T1
OG0001147	GBNTN_009625-T1	GBNWO_005291-T1, GBNWO_006124-T1
OG0001148	GBNTN_009646-T1	GBNWO_007400-T1, GBNWO_009378-T1
OG0001149	GBNTN_009702-T1, GBNTN_009972-T1	GBNWO_003312-T1
OG0001150	GBNTN_009711-T1	GBNWO_005017-T1, GBNWO_005085-T1
OG0001151		GBNWO_002323-T1, GBNWO_004663-T1, GBNWO_005051-T1
OG0001152	GBNTN_000001-T1	GBNWO_006122-T1
OG0001153	GBNTN_000002-T1	GBNWO_006121-T1
OG0001154	GBNTN_000004-T1	GBNWO_006119-T1
OG0001155	GBNTN_000006-T1	GBNWO_004739-T1
OG0001156	GBNTN_000007-T1	GBNWO_004737-T1
OG0001157	GBNTN_000008-T1	GBNWO_004455-T1
OG0001158	GBNTN_000009-T1	GBNWO_006536-T1
OG0001159	GBNTN_000010-T1	GBNWO_006537-T1
OG0001160	GBNTN_000011-T1	GBNWO_006538-T1
OG0001161	GBNTN_000012-T1	GBNWO_006539-T1
OG0001162	GBNTN_000013-T1	GBNWO_006540-T1
OG0001163	GBNTN_000014-T1	GBNWO_006541-T1
OG0001164	GBNTN_000017-T1	GBNWO_000112-T1
OG0001165	GBNTN_000018-T1	GBNWO_000111-T1
OG0001166	GBNTN_000020-T1	GBNWO_000109-T1
OG0001167	GBNTN_000028-T1	GBNWO_005668-T1
OG0001168	GBNTN_000029-T1	GBNWO_005669-T1
OG0001169	GBNTN_000030-T1	GBNWO_005670-T1
OG0001170	GBNTN_000031-T1	GBNWO_005671-T1
OG0001171	GBNTN_000032-T1	GBNWO_005672-T1
OG0001172	GBNTN_000033-T1	GBNWO_005673-T1
OG0001173	GBNTN_000034-T1	GBNWO_000170-T1
OG0001174	GBNTN_000035-T1	GBNWO_000660-T1
OG0001175	GBNTN_000037-T1	GBNWO_000658-T1
OG0001176	GBNTN_000038-T1	GBNWO_003006-T1
OG0001177	GBNTN_000041-T1	GBNWO_002534-T1
OG0001178	GBNTN_000043-T1	GBNWO_006682-T1
OG0001179	GBNTN_000044-T1	GBNWO_006683-T1
OG0001180	GBNTN_000045-T1	GBNWO_006684-T1
OG0001181	GBNTN_000046-T1	GBNWO_006685-T1
OG0001182	GBNTN_000047-T1	GBNWO_006686-T1
OG0001183	GBNTN_000050-T1	GBNWO_003566-T1
OG0001184	GBNTN_000051-T1	GBNWO_003565-T1
OG0001185	GBNTN_000052-T1	GBNWO_003564-T1
OG0001186	GBNTN_000053-T1	GBNWO_006732-T1
OG0001187	GBNTN_000054-T1	GBNWO_006733-T1
OG0001188	GBNTN_000055-T1	GBNWO_006734-T1
OG0001189	GBNTN_000057-T1	GBNWO_004740-T1
OG0001190	GBNTN_000058-T1	GBNWO_000243-T1
OG0001191	GBNTN_000059-T1	GBNWO_000244-T1
OG0001192	GBNTN_000061-T1	GBNWO_004146-T1
OG0001193	GBNTN_000063-T1	GBNWO_006612-T1
OG0001194	GBNTN_000064-T1	GBNWO_006611-T1
OG0001195	GBNTN_000065-T1	GBNWO_006610-T1
OG0001196	GBNTN_000066-T1	GBNWO_006609-T1
OG0001197	GBNTN_000067-T1	GBNWO_006608-T1
OG0001198	GBNTN_000068-T1	GBNWO_006607-T1
OG0001199	GBNTN_000071-T1	GBNWO_004011-T1
OG0001200	GBNTN_000073-T1	GBNWO_000635-T1
OG0001201	GBNTN_000074-T1	GBNWO_000634-T1
OG0001202	GBNTN_000076-T1	GBNWO_000633-T1
OG0001203	GBNTN_000077-T1	GBNWO_005054-T1
OG0001204	GBNTN_000079-T1	GBNWO_004268-T1
OG0001205	GBNTN_000085-T1	GBNWO_003288-T1
OG0001206	GBNTN_000086-T1	GBNWO_003287-T1
OG0001207	GBNTN_000088-T1	GBNWO_001709-T1
OG0001208	GBNTN_000092-T1	GBNWO_001544-T1
OG0001209	GBNTN_000095-T1	GBNWO_001393-T1
OG0001210	GBNTN_000096-T1	GBNWO_004297-T1
OG0001211	GBNTN_000097-T1	GBNWO_005450-T1
OG0001212	GBNTN_000099-T1	GBNWO_008948-T1
OG0001213	GBNTN_000100-T1	GBNWO_008950-T1
OG0001214	GBNTN_000101-T1	GBNWO_008951-T1
OG0001215	GBNTN_000103-T1	GBNWO_000476-T1
OG0001216	GBNTN_000105-T1	GBNWO_000475-T1
OG0001217	GBNTN_000106-T1	GBNWO_000474-T1
OG0001218	GBNTN_000107-T1	GBNWO_000472-T1
OG0001219	GBNTN_000109-T1	GBNWO_000471-T1
OG0001220	GBNTN_000110-T1	GBNWO_000470-T1
OG0001221	GBNTN_000111-T1	GBNWO_000469-T1
OG0001222	GBNTN_000113-T1	GBNWO_000468-T1
OG0001223	GBNTN_000116-T1	GBNWO_000464-T1
OG0001224	GBNTN_000117-T1	GBNWO_000463-T1
OG0001225	GBNTN_000119-T1	GBNWO_000460-T1
OG0001226	GBNTN_000120-T1	GBNWO_000458-T1
OG0001227	GBNTN_000121-T1	GBNWO_000457-T1
OG0001228	GBNTN_000122-T1	GBNWO_002346-T1
OG0001229	GBNTN_000123-T1	GBNWO_002347-T1
OG0001230	GBNTN_000125-T1	GBNWO_000877-T1
OG0001231	GBNTN_000134-T1	GBNWO_008884-T1
OG0001232	GBNTN_000136-T1	GBNWO_007330-T1
OG0001233	GBNTN_000137-T1	GBNWO_007331-T1
OG0001234	GBNTN_000138-T1	GBNWO_007332-T1
OG0001235	GBNTN_000140-T1	GBNWO_007334-T1
OG0001236	GBNTN_000142-T1	GBNWO_007335-T1
OG0001237	GBNTN_000143-T1	GBNWO_007336-T1
OG0001238	GBNTN_000144-T1	GBNWO_007337-T1
OG0001239	GBNTN_000147-T1	GBNWO_007339-T1
OG0001240	GBNTN_000148-T1	GBNWO_007340-T1
OG0001241	GBNTN_000149-T1	GBNWO_007341-T1
OG0001242	GBNTN_000151-T1	GBNWO_007343-T1
OG0001243	GBNTN_000152-T1	GBNWO_005771-T1
OG0001244	GBNTN_000153-T1	GBNWO_005770-T1
OG0001245	GBNTN_000154-T1	GBNWO_005769-T1
OG0001246	GBNTN_000157-T1	GBNWO_004762-T1
OG0001247	GBNTN_000159-T1	GBNWO_002465-T1
OG0001248	GBNTN_000164-T1	GBNWO_000307-T1
OG0001249	GBNTN_000166-T1	GBNWO_000754-T1
OG0001250	GBNTN_000167-T1	GBNWO_000753-T1
OG0001251	GBNTN_000168-T1	GBNWO_000752-T1
OG0001252	GBNTN_000169-T1	GBNWO_002052-T1
OG0001253	GBNTN_000170-T1	GBNWO_002051-T1
OG0001254	GBNTN_000171-T1	GBNWO_001254-T1
OG0001255	GBNTN_000172-T1	GBNWO_001253-T1
OG0001256	GBNTN_000173-T1	GBNWO_001252-T1
OG0001257	GBNTN_000175-T1	GBNWO_004692-T1
OG0001258	GBNTN_000176-T1	GBNWO_007527-T1
OG0001259	GBNTN_000177-T1	GBNWO_007526-T1
OG0001260	GBNTN_000178-T1	GBNWO_007525-T1
OG0001261	GBNTN_000180-T1	GBNWO_000795-T1
OG0001262	GBNTN_000184-T1	GBNWO_004938-T1
OG0001263	GBNTN_000198-T1	GBNWO_000897-T1
OG0001264	GBNTN_000199-T1	GBNWO_000896-T1
OG0001265	GBNTN_000201-T1	GBNWO_000894-T1
OG0001266	GBNTN_000202-T1	GBNWO_000893-T1
OG0001267	GBNTN_000204-T1	GBNWO_000891-T1
OG0001268	GBNTN_000205-T1	GBNWO_000890-T1
OG0001269	GBNTN_000208-T1	GBNWO_000267-T1
OG0001270	GBNTN_000209-T1	GBNWO_000886-T1
OG0001271	GBNTN_000210-T1	GBNWO_000885-T1
OG0001272	GBNTN_000211-T1	GBNWO_000884-T1
OG0001273	GBNTN_000212-T1	GBNWO_000883-T1
OG0001274	GBNTN_000213-T1	GBNWO_000882-T1
OG0001275	GBNTN_000214-T1	GBNWO_000881-T1
OG0001276	GBNTN_000215-T1	GBNWO_000880-T1
OG0001277	GBNTN_000216-T1	GBNWO_000879-T1
OG0001278	GBNTN_000217-T1	GBNWO_000878-T1
OG0001279	GBNTN_000221-T1	GBNWO_003040-T1
OG0001280	GBNTN_000225-T1	GBNWO_006574-T1
OG0001281	GBNTN_000228-T1	GBNWO_006572-T1
OG0001282	GBNTN_000229-T1	GBNWO_006571-T1
OG0001283	GBNTN_000230-T1	GBNWO_006570-T1
OG0001284	GBNTN_000231-T1	GBNWO_002467-T1
OG0001285	GBNTN_000233-T1	GBNWO_009195-T1
OG0001286	GBNTN_000237-T1	GBNWO_004393-T1
OG0001287	GBNTN_000238-T1	GBNWO_000580-T1
OG0001288	GBNTN_000239-T1	GBNWO_000581-T1
OG0001289	GBNTN_000241-T1	GBNWO_008015-T1
OG0001290	GBNTN_000242-T1	GBNWO_008014-T1
OG0001291	GBNTN_000243-T1	GBNWO_008013-T1
OG0001292	GBNTN_000244-T1	GBNWO_008012-T1
OG0001293	GBNTN_000245-T1	GBNWO_003951-T1
OG0001294	GBNTN_000246-T1	GBNWO_002489-T1
OG0001295	GBNTN_000250-T1	GBNWO_001895-T1
OG0001296	GBNTN_000251-T1	GBNWO_001867-T1
OG0001297	GBNTN_000252-T1	GBNWO_001868-T1
OG0001298	GBNTN_000253-T1	GBNWO_003990-T1
OG0001299	GBNTN_000254-T1	GBNWO_002330-T1
OG0001300	GBNTN_000255-T1	GBNWO_002329-T1
OG0001301	GBNTN_000256-T1	GBNWO_002328-T1
OG0001302	GBNTN_000258-T1	GBNWO_009588-T1
OG0001303	GBNTN_000260-T1	GBNWO_005293-T1
OG0001304	GBNTN_000261-T1	GBNWO_002187-T1
OG0001305	GBNTN_000262-T1	GBNWO_002186-T1
OG0001306	GBNTN_000266-T1	GBNWO_002756-T1
OG0001307	GBNTN_000267-T1	GBNWO_009460-T1
OG0001308	GBNTN_000268-T1	GBNWO_009459-T1
OG0001309	GBNTN_000269-T1	GBNWO_009458-T1
OG0001310	GBNTN_000270-T1	GBNWO_009457-T1
OG0001311	GBNTN_000271-T1	GBNWO_009456-T1
OG0001312	GBNTN_000273-T1	GBNWO_008765-T1
OG0001313	GBNTN_000274-T1	GBNWO_003103-T1
OG0001314	GBNTN_000277-T1	GBNWO_004832-T1
OG0001315	GBNTN_000281-T1	GBNWO_004339-T1
OG0001316	GBNTN_000284-T1	GBNWO_000032-T1
OG0001317	GBNTN_000285-T1	GBNWO_000031-T1
OG0001318	GBNTN_000286-T1	GBNWO_000030-T1
OG0001319	GBNTN_000289-T1	GBNWO_000027-T1
OG0001320	GBNTN_000291-T1	GBNWO_000025-T1
OG0001321	GBNTN_000292-T1	GBNWO_000024-T1
OG0001322	GBNTN_000293-T1	GBNWO_000023-T1
OG0001323	GBNTN_000294-T1	GBNWO_000020-T1
OG0001324	GBNTN_000295-T1	GBNWO_000019-T1
OG0001325	GBNTN_000296-T1	GBNWO_000018-T1
OG0001326	GBNTN_000297-T1	GBNWO_000017-T1
OG0001327	GBNTN_000298-T1	GBNWO_000016-T1
OG0001328	GBNTN_000299-T1	GBNWO_000015-T1
OG0001329	GBNTN_000300-T1	GBNWO_000014-T1
OG0001330	GBNTN_000301-T1	GBNWO_000013-T1
OG0001331	GBNTN_000305-T1	GBNWO_008414-T1
OG0001332	GBNTN_000306-T1	GBNWO_008415-T1
OG0001333	GBNTN_000308-T1	GBNWO_005324-T1
OG0001334	GBNTN_000315-T1	GBNWO_001706-T1
OG0001335	GBNTN_000319-T1	GBNWO_006718-T1
OG0001336	GBNTN_000320-T1	GBNWO_009254-T1
OG0001337	GBNTN_000321-T1	GBNWO_009255-T1
OG0001338	GBNTN_000323-T1	GBNWO_002551-T1
OG0001339	GBNTN_000324-T1	GBNWO_002552-T1
OG0001340	GBNTN_000325-T1	GBNWO_002553-T1
OG0001341	GBNTN_000326-T1	GBNWO_002554-T1
OG0001342	GBNTN_000327-T1	GBNWO_002556-T1
OG0001343	GBNTN_000328-T1	GBNWO_002557-T1
OG0001344	GBNTN_000329-T1	GBNWO_002558-T1
OG0001345	GBNTN_000330-T1	GBNWO_002559-T1
OG0001346	GBNTN_000332-T1	GBNWO_006903-T1
OG0001347	GBNTN_000333-T1	GBNWO_006904-T1
OG0001348	GBNTN_000344-T1	GBNWO_006716-T1
OG0001349	GBNTN_000347-T1	GBNWO_000509-T1
OG0001350	GBNTN_000348-T1	GBNWO_006189-T1
OG0001351	GBNTN_000349-T1	GBNWO_006190-T1
OG0001352	GBNTN_000350-T1	GBNWO_006191-T1
OG0001353	GBNTN_000351-T1	GBNWO_006192-T1
OG0001354	GBNTN_000352-T1	GBNWO_006193-T1
OG0001355	GBNTN_000353-T1	GBNWO_006194-T1
OG0001356	GBNTN_000354-T1	GBNWO_006195-T1
OG0001357	GBNTN_000355-T1	GBNWO_002285-T1
OG0001358	GBNTN_000365-T1	GBNWO_006252-T1
OG0001359	GBNTN_000366-T1	GBNWO_006251-T1
OG0001360	GBNTN_000367-T1	GBNWO_006250-T1
OG0001361	GBNTN_000369-T1	GBNWO_006248-T1
OG0001362	GBNTN_000372-T1	GBNWO_006245-T1
OG0001363	GBNTN_000373-T1	GBNWO_006244-T1
OG0001364	GBNTN_000375-T1	GBNWO_006242-T1
OG0001365	GBNTN_000376-T1	GBNWO_006241-T1
OG0001366	GBNTN_000378-T1	GBNWO_007106-T1
OG0001367	GBNTN_000379-T1	GBNWO_007104-T1
OG0001368	GBNTN_000380-T1	GBNWO_007103-T1
OG0001369	GBNTN_000382-T1	GBNWO_007102-T1
OG0001370	GBNTN_000385-T1	GBNWO_007100-T1
OG0001371	GBNTN_000386-T1	GBNWO_007099-T1
OG0001372	GBNTN_000389-T1	GBNWO_005348-T1
OG0001373	GBNTN_000395-T1	GBNWO_007442-T1
OG0001374	GBNTN_000397-T1	GBNWO_007441-T1
OG0001375	GBNTN_000398-T1	GBNWO_001167-T1
OG0001376	GBNTN_000402-T1	GBNWO_001624-T1
OG0001377	GBNTN_000403-T1	GBNWO_001625-T1
OG0001378	GBNTN_000406-T1	GBNWO_007177-T1
OG0001379	GBNTN_000407-T1	GBNWO_007178-T1
OG0001380	GBNTN_000408-T1	GBNWO_007179-T1
OG0001381	GBNTN_000409-T1	GBNWO_007180-T1
OG0001382	GBNTN_000411-T1	GBNWO_009026-T1
OG0001383	GBNTN_000412-T1	GBNWO_009027-T1
OG0001384	GBNTN_000413-T1	GBNWO_009028-T1
OG0001385	GBNTN_000414-T1	GBNWO_004122-T1
OG0001386	GBNTN_000415-T1	GBNWO_002948-T1
OG0001387	GBNTN_000416-T1	GBNWO_001088-T1
OG0001388	GBNTN_000418-T1	GBNWO_000265-T1
OG0001389	GBNTN_000419-T1	GBNWO_000268-T1
OG0001390	GBNTN_000420-T1	GBNWO_001686-T1
OG0001391	GBNTN_000422-T1	GBNWO_001685-T1
OG0001392	GBNTN_000424-T1	GBNWO_007192-T1
OG0001393	GBNTN_000426-T1	GBNWO_007194-T1
OG0001394	GBNTN_000427-T1	GBNWO_007195-T1
OG0001395	GBNTN_000429-T1	GBNWO_003352-T1
OG0001396	GBNTN_000431-T1	GBNWO_001967-T1
OG0001397	GBNTN_000432-T1	GBNWO_001968-T1
OG0001398	GBNTN_000436-T1	GBNWO_009617-T1
OG0001399	GBNTN_000440-T1	GBNWO_009614-T1
OG0001400	GBNTN_000441-T1	GBNWO_009613-T1
OG0001401	GBNTN_000442-T1	GBNWO_009612-T1
OG0001402	GBNTN_000443-T1	GBNWO_009611-T1
OG0001403	GBNTN_000444-T1	GBNWO_009610-T1
OG0001404	GBNTN_000445-T1	GBNWO_009609-T1
OG0001405	GBNTN_000446-T1	GBNWO_006040-T1
OG0001406	GBNTN_000447-T1	GBNWO_006039-T1
OG0001407	GBNTN_000448-T1	GBNWO_006038-T1
OG0001408	GBNTN_000450-T1	GBNWO_006037-T1
OG0001409	GBNTN_000451-T1	GBNWO_006036-T1
OG0001410	GBNTN_000452-T1	GBNWO_006035-T1
OG0001411	GBNTN_000457-T1	GBNWO_003101-T1
OG0001412	GBNTN_000460-T1	GBNWO_003797-T1
OG0001413	GBNTN_000462-T1	GBNWO_003795-T1
OG0001414	GBNTN_000466-T1	GBNWO_003792-T1
OG0001415	GBNTN_000468-T1	GBNWO_003661-T1
OG0001416	GBNTN_000469-T1	GBNWO_008688-T1
OG0001417	GBNTN_000470-T1	GBNWO_008689-T1
OG0001418	GBNTN_000472-T1	GBNWO_008691-T1
OG0001419	GBNTN_000473-T1	GBNWO_001008-T1
OG0001420	GBNTN_000474-T1	GBNWO_001009-T1
OG0001421	GBNTN_000475-T1	GBNWO_001010-T1
OG0001422	GBNTN_000476-T1	GBNWO_001011-T1
OG0001423	GBNTN_000477-T1	GBNWO_007679-T1
OG0001424	GBNTN_000478-T1	GBNWO_007680-T1
OG0001425	GBNTN_000479-T1	GBNWO_007681-T1
OG0001426	GBNTN_000482-T1	GBNWO_007683-T1
OG0001427	GBNTN_000493-T1	GBNWO_007804-T1
OG0001428	GBNTN_000494-T1	GBNWO_007805-T1
OG0001429	GBNTN_000495-T1	GBNWO_007806-T1
OG0001430	GBNTN_000496-T1	GBNWO_007807-T1
OG0001431	GBNTN_000498-T1	GBNWO_009555-T1
OG0001432	GBNTN_000499-T1	GBNWO_003047-T1
OG0001433	GBNTN_000500-T1	GBNWO_003046-T1
OG0001434	GBNTN_000503-T1	GBNWO_009015-T1
OG0001435	GBNTN_000507-T1	GBNWO_008575-T1
OG0001436	GBNTN_000509-T1	GBNWO_008577-T1
OG0001437	GBNTN_000518-T1	GBNWO_001512-T1
OG0001438	GBNTN_000521-T1	GBNWO_009511-T1
OG0001439	GBNTN_000522-T1	GBNWO_001324-T1
OG0001440	GBNTN_000523-T1	GBNWO_001323-T1
OG0001441	GBNTN_000524-T1	GBNWO_001322-T1
OG0001442	GBNTN_000525-T1	GBNWO_000318-T1
OG0001443	GBNTN_000526-T1	GBNWO_000319-T1
OG0001444	GBNTN_000527-T1	GBNWO_002927-T1
OG0001445	GBNTN_000528-T1	GBNWO_002928-T1
OG0001446	GBNTN_000538-T1	GBNWO_003550-T1
OG0001447	GBNTN_000539-T1	GBNWO_001237-T1
OG0001448	GBNTN_000540-T1	GBNWO_001236-T1
OG0001449	GBNTN_000541-T1	GBNWO_001235-T1
OG0001450	GBNTN_000543-T1	GBNWO_000431-T1
OG0001451	GBNTN_000545-T1	GBNWO_000433-T1
OG0001452	GBNTN_000546-T1	GBNWO_003815-T1
OG0001453	GBNTN_000547-T1	GBNWO_006566-T1
OG0001454	GBNTN_000548-T1	GBNWO_007702-T1
OG0001455	GBNTN_000549-T1	GBNWO_007701-T1
OG0001456	GBNTN_000553-T1	GBNWO_004605-T1
OG0001457	GBNTN_000554-T1	GBNWO_005338-T1
OG0001458	GBNTN_000555-T1	GBNWO_005337-T1
OG0001459	GBNTN_000559-T1	GBNWO_000740-T1
OG0001460	GBNTN_000561-T1	GBNWO_008874-T1
OG0001461	GBNTN_000562-T1	GBNWO_008873-T1
OG0001462	GBNTN_000563-T1	GBNWO_008872-T1
OG0001463	GBNTN_000564-T1	GBNWO_004506-T1
OG0001464	GBNTN_000565-T1	GBNWO_000868-T1
OG0001465	GBNTN_000566-T1	GBNWO_000869-T1
OG0001466	GBNTN_000567-T1	GBNWO_000870-T1
OG0001467	GBNTN_000570-T1	GBNWO_009364-T1
OG0001468	GBNTN_000572-T1	GBNWO_007423-T1
OG0001469	GBNTN_000573-T1	GBNWO_007422-T1
OG0001470	GBNTN_000576-T1	GBNWO_007421-T1
OG0001471	GBNTN_000577-T1	GBNWO_005654-T1
OG0001472	GBNTN_000578-T1	GBNWO_003340-T1
OG0001473	GBNTN_000586-T1	GBNWO_004548-T1
OG0001474	GBNTN_000588-T1	GBNWO_009151-T1
OG0001475	GBNTN_000591-T1	GBNWO_009154-T1
OG0001476	GBNTN_000592-T1	GBNWO_009156-T1
OG0001477	GBNTN_000593-T1	GBNWO_009157-T1
OG0001478	GBNTN_000594-T1	GBNWO_009158-T1
OG0001479	GBNTN_000595-T1	GBNWO_009159-T1
OG0001480	GBNTN_000596-T1	GBNWO_009160-T1
OG0001481	GBNTN_000599-T1	GBNWO_008989-T1
OG0001482	GBNTN_000600-T1	GBNWO_008990-T1
OG0001483	GBNTN_000601-T1	GBNWO_008991-T1
OG0001484	GBNTN_000607-T1	GBNWO_001880-T1
OG0001485	GBNTN_000610-T1	GBNWO_004736-T1
OG0001486	GBNTN_000611-T1	GBNWO_004735-T1
OG0001487	GBNTN_000612-T1	GBNWO_004734-T1
OG0001488	GBNTN_000614-T1	GBNWO_004731-T1
OG0001489	GBNTN_000615-T1	GBNWO_004730-T1
OG0001490	GBNTN_000616-T1	GBNWO_004729-T1
OG0001491	GBNTN_000618-T1	GBNWO_004728-T1
OG0001492	GBNTN_000624-T1	GBNWO_004725-T1
OG0001493	GBNTN_000627-T1	GBNWO_005623-T1
OG0001494	GBNTN_000633-T1	GBNWO_003654-T1
OG0001495	GBNTN_000636-T1	GBNWO_003651-T1
OG0001496	GBNTN_000637-T1	GBNWO_003650-T1
OG0001497	GBNTN_000638-T1	GBNWO_003649-T1
OG0001498	GBNTN_000639-T1	GBNWO_003648-T1
OG0001499	GBNTN_000641-T1	GBNWO_007660-T1
OG0001500	GBNTN_000643-T1	GBNWO_007661-T1
OG0001501	GBNTN_000644-T1	GBNWO_007662-T1
OG0001502	GBNTN_000645-T1	GBNWO_007663-T1
OG0001503	GBNTN_000647-T1	GBNWO_007666-T1
OG0001504	GBNTN_000648-T1	GBNWO_007667-T1
OG0001505	GBNTN_000649-T1	GBNWO_007668-T1
OG0001506	GBNTN_000659-T1	GBNWO_006627-T1
OG0001507	GBNTN_000660-T1	GBNWO_006626-T1
OG0001508	GBNTN_000661-T1	GBNWO_006625-T1
OG0001509	GBNTN_000663-T1	GBNWO_006624-T1
OG0001510	GBNTN_000664-T1	GBNWO_006623-T1
OG0001511	GBNTN_000665-T1	GBNWO_006622-T1
OG0001512	GBNTN_000666-T1	GBNWO_006621-T1
OG0001513	GBNTN_000667-T1	GBNWO_006620-T1
